index,artist_name,danceability,duration,end_of_fade_in,energy,key,key_confidence,loudness,mode,mode_confidence,artist_hotttness,song_hotttness,start_of_fade_out,tempo,time_signature,time_signature_confidence,title,release,year
1177,Ivan Parker,0.0,207.90812,2.113,0.0,0,0.938,-9.826,1,0.922,0.3110970495237888,0.278598087332016,200.446,91.964,4,0.944,Then He Said_ "Sing,The Best Of Ivan Parker,0
1178,Chantal Chamandy,0.0,256.15628,0.368,0.0,11,0.679,-7.489,0,0.751,0.315025710378856,nan,249.649,84.96,4,0.38,Zindegi,Beladi,0
1179,Don Francisco,0.0,311.2224,3.646,0.0,0,0.665,-16.294,1,0.561,0.3722985729468398,0.0,295.044,68.537,1,0.0,Overture (Genesis & Job),Genesis And Job,0
1180,Kaskaad,0.0,414.9024,0.0,0.0,4,0.868,-6.239,0,0.718,0.22021045009183346,nan,408.596,87.507,4,1.0,Mohawk Hunt,Kaskaad - Mohawk Hunt / Earuption,0
1181,Mindy McCready,0.0,231.83628,0.0,0.0,10,0.094,-6.156,1,0.224,0.4318827563379648,nan,215.789,100.881,4,1.0,Ten Thousand Angels,I'm Still Here,1996
1182,Daara J,0.0,261.61587,3.03,0.0,0,0.741,-7.727,1,0.612,0.30073460390237744,0.319565986882865,255.303,91.005,4,1.0,Le Precipice,Boomerang,0
1183,Rocky Hill,0.0,339.51302,0.282,0.0,2,0.415,-6.295,1,0.37,0.19553182837458385,nan,332.748,93.162,1,0.265,Hootchie Cootchie Man,Texas - A Musical Celebration One Texas Shuffle,0
1184,Joe Bonamassa,0.0,258.7424,0.136,0.0,7,0.735,-7.355,1,0.632,0.5110543538982074,0.8063998668501149,249.481,75.064,3,0.741,I Know A Place,Black Rock,2010
1185,Roger McGuinn,0.0,264.69832,0.0,0.0,1,0.743,-16.326,1,0.791,0.41643518358517334,0.0,256.255,83.897,3,0.317,The Bells Of Rhymney,Roger McGuinn Live At The XM Studios  05/27/2004,0
1186,Asleep At The Wheel,0.0,238.21016,0.067,0.0,11,0.046,-9.02,1,0.407,0.4610230157261765,0.5807042926330412,233.935,122.166,4,0.738,The Letter That Johnny Walker Read,Kings Of The Texas Swing - Live,2002
1187,Jean-Jacques Goldman,0.0,358.60853,2.264,0.0,7,0.698,-6.663,1,0.615,0.44925387694771113,0.0,342.552,133.058,4,0.645,Je Marche Seul (Version Longue),Intégrale 81-91,0
1188,Leana,0.0,228.15302,0.328,0.0,9,0.015,-5.705,1,0.158,0.3477495590121899,0.26586104921065007,221.24,130.923,4,0.0,Pack Your Bags (Remix by Ralphi Rosario),Feel Me,0
1189,Konstantinos Galanos,0.0,219.71546,0.0,0.0,8,0.807,-4.767,0,0.641,0.26265589071398826,nan,209.763,126.941,4,0.789,De Tha Kano Piso,Proti Epafi,0
1190,Big Joe Turner,0.0,159.16363,0.38,0.0,0,0.598,-11.261,1,0.302,0.3645865754085436,0.0,154.68,84.907,4,0.562,I Got My Discharge Papers,Atomic Boogie,0
1191,Ashes to Ashes,0.0,191.92118,0.537,0.0,1,0.356,-9.988,0,0.429,0.3588450251644818,nan,189.591,120.986,4,1.0,Mind On,Harder Faster,0
1192,Public Image Ltd,0.0,251.50649,0.223,0.0,9,0.007,-10.347,0,0.243,0.41551708285972627,0.8736187597898523,240.605,127.369,4,0.0,This Is Not A Love Song,Valse Avec Bachir,1983
1193,Gloria,0.0,218.122,0.235,0.0,2,0.553,-6.47,1,0.742,0.441537878476653,0.0,207.755,84.978,3,0.67,You are the summer,Party on my own,0
1194,Willie Isz,0.0,338.72934,0.0,0.0,1,0.0,-6.988,1,0.089,0.39909855771484765,0.38595083446417855,331.564,83.573,1,1.0,Violet Heart Box,Georgiavania,2009
1195,Hassan Annouri,0.0,259.26485,0.235,0.0,1,0.605,-7.409,0,0.537,0.3577843123968623,nan,250.694,96.043,4,0.415,Gutes Mädchen,International,0
1196,Dungeon Family,0.0,264.6722,0.0,0.0,0,0.153,-7.228,0,0.307,0.3752065673793491,nan,243.989,117.004,4,1.0,Follow The Light,Even In Darkness,0
1197,Tech N9ne,0.0,260.38812,0.206,0.0,7,0.399,-3.8,1,0.607,0.49607134662408603,nan,252.645,106.644,1,0.923,Spend the Night featuring Rock Money and Paul Law,Calm Before the Storm,0
1198,Hélio Ziskind,0.0,60.70812,0.102,0.0,11,0.0,-7.063,1,0.178,0.0,0.22914410371660274,58.636,200.617,4,0.379,Cocoricó (Abertura),Meu Pé Meu Querido Pé,0
1199,Bob Crosby,0.0,173.73995,0.206,0.0,2,0.715,-10.713,1,0.664,0.38955338756808916,0.4051157216913865,167.12,119.763,4,1.0,The World Is Waiting For The Sunrise,Jazz Age!,0
1200,Guns N' Roses,0.0,402.36363,0.0,0.0,6,0.741,-5.454,1,0.82,0.7136698195798281,0.5022112205508021,402.364,122.838,4,0.554,Patience,Live Era '87-'93,1988
1201,Jeremy Spencer,0.0,289.77587,0.113,0.0,0,1.0,-11.992,1,0.561,0.2060203719845676,0.0,279.829,92.433,3,0.574,It Hurts Me Too,Precious Little,2006
1202,Sonny Terry / Brownie McGhee,0.0,343.84934,0.0,0.0,5,0.672,-17.431,1,0.457,0.34943133792488706,nan,336.103,100.82,3,1.0,I Woke Up One Morning And I Could Hardly See,At The 2nd Fret,0
1203,PMD,0.0,44.2771,0.0,0.0,2,0.086,-20.656,1,0.237,0.39746763608485836,nan,42.057,70.123,1,0.514,Let it go Interlude,The Awakening,0
1204,Jazz Gillum,0.0,191.86893,0.403,0.0,4,0.341,-16.83,1,0.401,0.28228640563265106,nan,184.633,98.563,1,0.0,Maybe You'll Love Me Too,Jazz Gillum Vol. 3 1941-1946,0
1205,Séamus Ennis,0.0,249.73016,0.0,0.0,1,0.747,-16.808,1,0.712,0.3071950178281231,nan,244.123,162.356,4,0.721,The Little Stack Of Barley / Cronin's Hornpipe,The Wandering Minstrel,0
1206,Strata,0.0,201.27302,0.346,0.0,5,0.426,-3.892,0,0.544,0.4822988321304963,0.7552627651814218,192.557,125.562,4,1.0,Night Falls (The Weight Of It),Strata Presents The End Of The World,2007
1207,Justo Almario,0.0,243.43465,0.345,0.0,7,0.768,-8.864,1,0.657,0.40536080046519324,0.3701194801584678,227.515,216.557,7,1.0,In Your Dreams,Count Me In,1995
1208,Otis Spann,0.0,298.55302,0.514,0.0,5,0.644,-24.81,1,0.613,0.36868937254805195,0.0,290.836,89.518,3,0.684,Monkey Faced Woman,Spanning A Lifetime,0
1209,Deep Blue Something,0.0,199.3922,3.274,0.0,0,0.429,-7.335,1,0.454,0.4097293787891668,nan,186.839,158.244,4,0.927,Gammer Gerten's Needle,Home,1995
1210,Little Willie John,0.0,147.25179,0.0,0.0,8,0.681,-10.978,1,0.516,0.3509282709771781,0.46048484498641545,140.696,105.653,1,0.0,Leave My Kitten Alone,Rhythm & Blues Vol 9,1991
1211,Kevin Max,0.0,219.01016,2.339,0.0,9,0.493,-6.968,1,0.519,0.39274731080277514,0.595926916265944,202.548,88.002,4,0.331,Baby_ I'm Your Man,Crashing Gates,2008
1212,Pedro Laza Y Sus Pelayeros,0.0,157.93587,0.16,0.0,1,0.0,-7.5,1,0.0,0.28726019379837814,nan,154.134,83.469,3,1.0,La Panadera,Fiesta Tradicional Colombiana,0
1213,4Him,0.0,270.28853,0.194,0.0,2,0.479,-12.922,1,0.559,0.44859380261178367,nan,256.151,120.077,4,0.818,Strange Way To Save The World,Chapter One .. A Decade,2000
1214,The Sterns,0.0,162.82077,0.806,0.0,9,0.565,-4.553,1,0.522,0.367464833037383,nan,151.777,188.481,4,0.0,Second Chance,Say Goodbye To The Camera,0
1215,Freedom,0.0,245.49832,0.409,0.0,4,0.26,-12.231,1,0.423,0.31311203183458997,nan,234.905,163.136,1,0.0,Caught - Special Way,Get Up and Dance - the Best of,0
1216,Sade,0.0,160.62649,0.201,0.0,4,0.519,-8.211,1,0.521,0.5173422859533258,0.6406882807726302,147.342,161.991,4,0.652,All About Our Love,Lovers Rock,2000
1217,Owsley,0.0,348.02893,0.189,0.0,9,0.771,-8.022,1,0.67,0.3804946211294025,0.0,327.454,95.787,4,0.958,Class Clown/Good Old Days (Reprise),Owsley,1999
1218,Alias,0.0,274.15465,0.467,0.0,9,0.041,-10.377,1,0.246,0.4230219215750594,0.34580223396532944,250.665,140.449,4,0.711,Standing In The Darkness,Alias,0
1219,Tora Tora,0.0,248.16281,0.0,0.0,7,0.0,-11.476,1,0.125,0.36982344721963717,0.30017262572415554,243.711,110.494,1,0.0,That's Not the Way Love's Supposed to Be,Before & After,0
1220,Cowboy Mouth,0.0,164.57098,0.0,0.0,2,0.995,-9.043,1,0.791,0.40199254009343804,nan,156.787,85.268,4,0.063,My Little Blue One,It Means Escape,0
1221,Tampa Red,0.0,178.25914,0.381,0.0,0,0.767,-12.518,1,0.721,0.3546029258766705,nan,174.591,109.961,1,0.0,No Matter How She Done It,Tampa Red Vol. 5 (1931 - 1934),0
1222,Carlos Nuñez,0.0,179.64363,2.473,0.0,11,0.79,-10.375,1,0.732,0.3849861165778121,0.3277366831778408,174.597,131.986,5,0.285,Gabriel's Oboe (La Mision),Cinema Do Mar,2007
1223,Daylight Torn,0.0,225.07057,0.241,0.0,6,0.945,-6.742,0,0.823,0.23829280794184393,nan,215.917,135.91,3,0.771,Sebastian,New Skin,0
1224,Monique Morelli,0.0,136.07138,0.299,0.0,0,0.281,-16.558,0,0.493,0.1988008451593438,nan,122.41,122.976,4,0.217,Mort,François Villon,0
1225,Felix Slatkin/Concert Arts Symphonic Band,0.0,108.35546,11.819,0.0,5,0.83,-16.154,1,0.825,0.2916990799372148,nan,101.541,92.499,4,0.629,The Star-Spangled Banner (1998 Digital Remaster),The Military Band - Salute to the Services,0
1226,DJ Slugo,0.0,193.04444,0.0,0.0,1,0.804,-11.704,1,0.485,0.3996394901716998,nan,193.044,74.985,1,0.0,Vulture 4,DJ Slugo Juke Chronicles Vol. 4,0
1227,Semprini,0.0,517.0673,0.131,0.0,10,0.439,-18.993,1,0.633,0.0,nan,511.599,137.687,4,0.332,Rhapsody In Blue (2003 Digital Remaster),Semprini,0
1228,Curt Bois,0.0,153.52118,0.107,0.0,0,0.4,-22.377,1,0.421,0.11988762173866001,0.0,145.908,91.568,4,0.562,Lucindy,Die Star Von Kleinkunst und Kabarett,0
1229,Go Fish,0.0,344.92036,0.078,0.0,0,0.264,-9.794,1,0.465,0.3486099592932765,0.0,309.412,115.931,4,0.146,I Believe In You (More Than A Story Album Version),More Than A Story,0
1230,Renee Rosnes,0.0,363.78077,0.392,0.0,0,0.606,-14.604,1,0.567,0.32501837637078207,0.0,358.162,105.045,4,0.83,Senegal Son,Life On Earth,0
1231,Red Hot Chili Peppers,0.0,241.84118,2.397,0.0,4,0.464,-7.95,0,0.545,0.5769038155883393,0.7354556780509899,234.684,105.294,4,0.708,Hard To Concentrate (Album Version),Stadium Arcadium,0
1232,Matt Redman,0.0,336.92689,0.167,0.0,6,0.659,-9.515,1,0.667,0.5191987020898579,nan,333.769,155.889,4,0.585,Facedown,Here I Am To Worship Vol 2,2003
1233,Paul Brown,0.0,214.69995,0.0,0.0,10,0.09,-8.283,0,0.303,0.39749383498616,0.621195684059579,202.89,114.017,4,0.758,Side Steppin',The City,2005
1234,Jody Bernal,0.0,192.28689,0.148,0.0,7,0.533,-5.679,1,0.519,0.0,0.4719711717935417,188.378,135.058,4,0.404,Que Si_ Que No,Alle Hits,0
1235,The Radio Department,0.0,248.24118,0.339,0.0,7,0.853,-9.024,1,0.747,0.5133391958475938,0.7882107112018905,234.783,142.953,4,0.666,I Don't Like It Like This,Marie Antoinette (Original Motion Picture Soundtrack),2005
1236,Ec8or,0.0,123.61098,0.438,0.0,2,0.159,-4.652,1,0.388,0.3345773601190987,nan,120.059,100.006,4,0.682,I'm A Tomorrow,The One And Only High And Low,2000
1237,Corona,0.0,243.43465,3.785,0.0,11,0.123,-6.191,0,0.332,0.3988625972568107,nan,231.015,132.965,4,0.172,I Don't Wanna be A Star,I Don't Wanna be A Star,0
1238,Maroon 5,0.0,261.61587,0.0,0.0,0,0.476,-5.743,0,0.182,0.8433802744296327,0.5480056205197228,250.032,102.143,4,0.533,She Will Be Loved,Call And Response: The Remix Album,2002
1239,YGGDRASIL,0.0,242.78159,0.0,0.0,7,0.453,-4.757,0,0.504,0.34709810512056916,0.3775316449767025,235.247,165.204,3,0.854,Valkyria,Vedergällning,0
1240,Gary Moore,0.0,306.72934,0.0,0.0,9,0.84,-18.389,0,0.932,0.4671106485845494,nan,287.126,86.429,3,1.0,Nothing's The Same (2002 Digital Remaster),After Hours,1992
1241,Unwritten Law,0.0,216.81587,0.334,0.0,2,0.606,-5.243,1,0.483,0.4608434825896651,nan,216.816,201.269,4,0.0,Superman,Oz Factor,1996
1242,Papa Wemba,0.0,406.62159,0.558,0.0,5,0.564,-6.612,1,0.264,0.4178853489630385,0.0,398.425,136.442,4,1.0,Abu-Pia,Festival international nuits d'Afrique-19e édition 2005,0
1243,Los Cumbieros Del Sur,0.0,186.85342,0.0,0.0,4,0.695,-6.058,0,0.379,0.0,nan,181.789,159.533,4,0.0,El Gatito,Los Mas Arrechos De La Costa Vol.1,0
1244,Eagles Of Death Metal,0.0,225.48853,0.0,0.0,1,0.737,-3.092,1,0.68,0.4971973960516916,0.4890382091726831,215.62,144.398,4,0.587,As Nice As I Can Be,Heart On (with bonus tracks),2009
1245,Bimbo Band,0.0,85.08036,0.607,0.0,2,1.0,-13.111,1,0.925,0.34475791150816526,nan,76.225,85.01,1,0.07,Oh ! Tannenbaum,Canti di Natale,0
1246,John Ottman,0.0,205.92281,2.444,0.0,2,0.597,-13.522,1,0.486,0.42651368665284467,0.6234799017923877,194.473,61.587,4,0.0,The People You Care For,Superman Returns Music From The Motion Picture [Digital Version],2006
1247,The Even Dozen Jug Band,0.0,175.96036,0.0,0.0,7,0.374,-9.435,1,0.566,0.18354043328402292,nan,173.488,132.582,4,0.0,The Original Colossal Drag Rag,Jug Band Songs Of The Southern Mountains (Digitally Remastered),0
1248,Screaming Lord Sutch,0.0,184.05832,1.066,0.0,9,0.599,-11.588,1,0.532,0.3381298642824651,nan,178.863,144.104,4,0.0,Murder In The Graveyard,Monster Rock,1982
1249,Cedric Gervais feat. Second Sun,0.0,392.9073,0.142,0.0,10,0.86,-7.501,0,0.716,0.3736212123951274,nan,387.094,124.063,4,0.548,Pills (Dub) (Dub),Pills,0
1250,Telecast,0.0,224.96608,0.313,0.0,4,0.869,-6.083,1,0.661,0.42779569889631297,0.24167748834887007,218.378,96.005,4,0.558,Remember (The Beauty Of Simplicity Album Version),The Beauty of Simplicity,0
1251,Keb' Mo',0.0,236.48608,0.0,0.0,9,0.73,-11.0,1,0.492,0.4722812106508984,nan,221.768,104.204,1,0.0,The Door,The Door,2000
1252,Michael Salgado,0.0,174.602,0.0,0.0,10,0.006,-7.938,0,0.18,0.31802461979507607,nan,163.532,155.126,4,0.0,Un Gran Vacio,Two Thousand and Two,0
1253,Owl City,0.0,301.16526,0.102,0.0,10,0.603,-6.445,1,0.511,0.6935247202371391,nan,288.641,115.02,4,0.558,On The Wing,Ocean Eyes,2008
1254,Tony Joe White,0.0,332.32934,0.304,0.0,9,0.872,-11.512,1,0.588,0.4035096733630853,0.0,327.564,127.102,3,0.224,Yo Yo Man (Garter Belt),Album 95,0
1255,Free,0.0,273.52771,4.145,0.0,9,0.334,-8.72,1,0.418,0.46860458056906307,nan,273.528,129.042,4,0.0,Woman,Live,0
1256,The Black Crowes,0.0,263.52281,0.0,0.0,4,0.148,-12.732,0,0.172,0.5364000107927084,0.4961753356732933,254.996,178.299,4,0.187,Roll Old Jeremiah,Before the Frost... Until the Freeze,2009
1257,Mil featuring Petey Pablo,0.0,227.49995,0.0,0.0,9,0.282,-5.699,1,0.214,0.0,nan,220.903,159.837,4,0.804,Problems,Street Scriptures,0
1258,Alexander O'Neal,0.0,268.2771,0.99,0.0,0,0.387,-6.59,1,0.487,0.4623678399869238,0.48456252996792964,262.571,160.033,4,0.822,Secret Lovers (Featuring Mica Paris),Alex Loves...,2008
1259,Opals,0.0,152.58077,0.502,0.0,0,0.542,-7.633,1,0.466,0.0,nan,145.125,131.641,4,0.0,Hop_ Skip & Jump,Doo-Wop Classics Vol. 9 [Beltone Records],0
1260,Annie Lennox,0.0,385.01832,2.705,0.0,4,0.734,-9.027,1,0.593,0.6210852120549084,nan,375.275,125.03,4,0.703,Little Bird,Dance Vault Mixes - Little Bird (1st Set of Mixes),1992
1261,Goose,0.0,395.85914,0.2,0.0,1,0.285,-5.346,1,0.358,0.4449351824117356,0.6451398412486038,386.438,122.956,4,1.0,Bring It On,Bring It On Rarities & Remixes,2006
1262,M.A. Numminen,0.0,118.30812,2.862,0.0,7,0.379,-9.169,1,0.455,0.41977664522963215,nan,109.314,110.589,4,1.0,Suti-suti,Gommin ja Pommin metsäkarnevaali,2002
1263,Lil' Band O' Gold,0.0,150.49098,0.721,0.0,4,0.42,-10.449,1,0.514,0.0,0.22669581864758626,140.312,146.817,4,1.0,Shirley,Lil' Band O Gold,2000
1264,Remmy Ongala,0.0,348.52526,0.171,0.0,0,0.364,-12.061,0,0.434,0.27343951065957456,nan,337.078,94.72,7,1.0,Karola,Songs For The Poor Man,2007
1265,John Frizzell,0.0,75.93751,0.37,0.0,1,0.436,-17.346,1,0.482,0.3669058527885173,0.1929776017646981,69.991,147.692,1,0.0,Anatomy of a Contest,The Prize Winner of Defiance_ Ohio: Original Score from the Motion Picture,0
1266,Tree,0.0,157.12608,0.396,0.0,4,0.419,-8.663,1,0.403,0.31762454603358753,0.0,153.333,146.851,4,0.586,Proletariat,A Lot to Fear" & "Plant a Tree or Die,0
1267,Shunza,0.0,315.61098,3.123,0.0,0,0.689,-12.741,1,0.541,0.0,nan,306.881,63.993,4,1.0,Yueh Kuang,... And Music'S There ...,0
1268,Emit,0.0,197.56363,0.0,0.0,9,0.194,-3.212,0,0.318,0.3847303033764875,0.0,192.522,136.871,4,1.0,Gum,100m001,0
1269,Leo Dan,0.0,148.53179,0.09,0.0,0,0.58,-5.359,1,0.579,0.3838490579857307,nan,144.73,171.91,4,0.622,Con un poquitito de suerte,Sus Grandes Éxitos,0
1270,Bow Wow Wow,0.0,172.79955,2.728,0.0,1,0.68,-9.883,1,0.528,0.4132613782947478,0.4454545254934259,164.653,126.501,1,0.0,Love_ Peace and Harmony,Love_ Peace & Harmony The Best Of Bow Wow Wow,0
1271,Fernando Ortega,0.0,130.76853,3.924,0.0,6,0.85,-11.769,1,0.814,0.4398805128258635,0.0,117.296,55.619,1,0.0,Pass Me Not (LP Version),Hymns Of Worship,2003
1272,Esperanza Spalding / Leo Genovese,0.0,345.5473,0.0,0.0,5,0.463,-15.525,0,0.463,0.46051574170106624,0.5830512919625246,335.099,171.99,7,1.0,Love In Time,Esperanza,2008
1273,Niraj Chag,0.0,109.92281,0.543,0.0,9,0.493,-12.968,0,0.463,0.34276521913001623,0.37598430150044215,106.22,114.993,4,0.619,Eeshwar,Rafta Rafta,0
1274,Pitch Black,0.0,366.39302,2.026,0.0,10,0.779,-18.014,0,0.652,0.42951363980146334,nan,358.928,130.956,4,0.981,Harmonia,Harmonia Pt.II,0
1275,ZTrip,0.0,302.602,0.0,0.0,10,0.416,-9.817,0,0.457,0.434476562805476,0.0,285.751,119.948,4,1.0,Addison Faceplant,skate.,0
1276,Streetwize,0.0,292.64934,0.329,0.0,1,0.247,-8.709,1,0.331,0.3196514586921026,0.3867901771390143,283.121,185.93,7,0.707,Little Things,Smooth Jazz: Sax At Midnight,0
1277,themselves,0.0,195.18649,0.0,0.0,6,0.001,-6.324,1,0.098,0.42883453621653383,0.5459646925190439,195.186,116.915,4,0.634,Oversleeping,Crownsdown,2009
1278,Roy Roberts,0.0,189.93587,0.45,0.0,5,0.8,-16.141,1,0.513,0.2523336558415713,nan,175.485,114.512,4,0.464,Let's Wrap Up,Every Shade of Blue,1997
1279,Marshall Crenshaw,0.0,244.76689,0.177,0.0,9,0.62,-5.938,1,0.634,0.40325046566980727,0.3347065490692206,225.779,121.837,4,1.0,From Now Until Then,What's in the Bag?,2003
1280,Leaders Of The New School,0.0,263.88853,0.0,0.0,7,0.375,-11.621,1,0.553,0.3704561300430008,0.0,263.889,97.292,4,0.859,The End Is Near (LP Version),T.I.M.E.,1993
1281,The Winans,0.0,239.38567,0.143,0.0,3,0.187,-14.471,1,0.341,0.3441981874832948,nan,227.619,113.799,4,0.77,Don't Be Deceived,Mega 3,0
1282,Luis Alberto Spinetta,0.0,251.03628,0.31,0.0,7,0.303,-8.539,1,0.566,0.4398438541325515,nan,241.72,136.846,4,0.663,Alfil_ Ella No Cambia Nada,Prive,0
1283,Murphy Lee / Zee,0.0,268.90404,0.0,0.0,1,0.317,-4.936,0,0.333,0.42959192002494306,0.0,253.521,92.043,4,1.0,Murphy Lee,Murphy's Law,2003
1284,Chris Rea,0.0,308.45342,0.0,0.0,2,0.724,-11.082,0,0.662,0.500691340913453,nan,300.066,168.932,1,0.029,Josephine,The Road To Hell And Back,1985
1285,Maximilian Hecker,0.0,228.80608,0.0,0.0,5,0.216,-10.688,0,0.479,0.4356840702087019,nan,228.806,146.184,4,0.496,Polyester,Infinite Love Songs,2001
1286,Beatnuts with Lil' Donny,0.0,78.65424,0.2,0.0,10,0.46,-10.152,0,0.604,0.28552323045013495,nan,78.654,117.298,4,0.141,Spelling Beatnuts with Lil' Donny,A Musical Massacre (Explicit),0
1287,Wyclef Jean,0.0,208.29995,0.206,0.0,2,0.122,-11.667,1,0.559,0.47788930391586204,nan,200.742,87.965,4,0.905,Guantanamera,The Sunny Side Of Life,1997
1288,Small Faces,0.0,129.90649,6.763,0.0,2,0.108,-5.84,0,0.524,0.44905257515374747,nan,122.746,159.418,4,0.91,What'Cha Gonna Do About It,Small Faces,1965
1289,The Misfits,0.0,73.09016,0.107,0.0,3,0.0,-7.897,0,0.0,0.550991009240736,0.652359289191178,71.03,93.703,4,0.404,We Bite,Collection 2,1982
1290,K's Choice,0.0,182.67383,0.392,0.0,9,0.256,-8.0,1,0.379,0.45121923689083615,0.42744657148843085,171.595,167.263,3,0.915,Tha Day,Running Backwards (Limited Edition / Fan Club Only),0
1291,Hushabye Baby,0.0,210.85995,4.023,0.0,7,0.395,-19.407,1,0.688,0.365514003262653,nan,199.529,147.964,4,0.868,These Days,Hushabye Baby: Lullaby Renditions of Rascal Flatts,0
1292,Hem,0.0,71.05261,0.33,0.0,9,0.437,-21.694,1,0.5,0.45343579119347505,0.5324827075077003,71.053,123.018,5,0.065,Polly's Dress,Rabbit Songs,2000
1293,Mance Lipscomb,0.0,151.7971,0.0,0.0,0,0.092,-21.403,1,0.197,0.3323898702808034,0.24906579485370342,146.797,160.979,1,0.0,Ballad Of The Boll Weevil (Remastered Version) (Take 10),Trouble In Mind,0
1294,White Willow,0.0,257.27955,2.043,0.0,2,0.961,-6.776,1,0.872,0.3315662203831194,0.3725300393660796,246.584,112.767,4,1.0,The Dark Road,Signal To Noise,2006
1295,Shakira,0.0,224.522,2.363,0.0,7,0.085,-5.823,1,0.218,0.7172098545666633,nan,221.977,179.486,4,0.269,Objection (Tango),Laundry Service,2001
1296,Swallow The Sun,0.0,509.49179,0.0,0.0,3,0.459,-6.664,1,0.56,0.49381442969643147,0.6212916535560213,479.295,165.908,4,0.519,Doomed To Walk The Earth,Hope,2007
1297,Alexandre Desplat,0.0,177.03138,6.554,0.0,2,0.457,-20.247,1,0.199,0.5603808051579506,nan,162.818,183.956,1,0.0,Breaking In,Firewall,2005
1298,Willie Clancy,0.0,221.72689,0.559,0.0,9,0.285,-20.731,1,0.157,0.2848243557918731,nan,215.754,202.266,1,0.839,The Song of the Riddles,Voice of the People 01: Come Let Us Buy The Licence,0
1299,Konstantinos Galanos,0.0,226.5073,0.27,0.0,4,0.92,-5.267,0,0.774,0.26265589071398826,0.19990630172668378,217.629,75.532,5,0.763,An M'agapas,Proti Epafi,0
1300,Dons,0.0,200.51546,9.009,0.0,0,0.027,-6.568,1,0.448,0.3121692415603705,0.0,187.304,132.197,4,0.41,American Lovebite,Lights On,2006
1301,The Summer Obsession,0.0,282.04363,0.0,0.0,0,0.359,-6.327,1,0.491,0.3950530394933198,0.582918458497712,270.019,79.935,4,0.0,Where You Belong,This Is Where You Belong,2006
1302,Dabbler,0.0,314.61832,0.078,0.0,11,0.0,-6.153,0,0.177,0.0,nan,309.69,0.0,3,1.0,When Your Ready,When Your Ready,0
1303,LORE,0.0,297.16853,0.0,0.0,3,0.376,-10.786,0,0.473,0.3941275766079933,0.39200877147130697,294.04,125.984,4,1.0,Release,My Soul Speaks,0
1304,Messy Marv,0.0,199.26159,0.311,0.0,8,0.0,-5.275,1,0.0,0.4522299396185015,nan,195.849,165.976,4,0.419,I hit You Wit The Pepper,100 Racks,0
1305,The Real Kids,0.0,263.75791,0.096,0.0,4,0.4,-12.432,0,0.304,0.3448719221712127,nan,256.592,104.775,1,0.0,Just Like Darts,Better Be Good,1977
1306,Mae West,0.0,174.49751,0.0,0.0,7,0.06,-23.041,1,0.182,0.3217132036929047,0.0,164.699,81.882,4,0.578,Imaginary Love,I'm No Angel,2006
1307,Barry Goldberg,0.0,265.61261,0.23,0.0,7,0.76,-11.634,1,0.699,0.23747255249890417,nan,258.81,96.17,3,1.0,Lost Love,Blues From Chicago,0
1308,Beth Nielsen Chapman,0.0,220.05506,0.346,0.0,6,0.572,-11.168,0,0.605,0.2841269489887318,nan,204.15,119.99,5,0.0,Fair Enough (LP Version),Sand And Water,1997
1309,Jean Ferret,0.0,172.61669,0.0,0.0,2,0.79,-16.532,0,0.83,0.3208501295544305,0.3231121208952123,169.726,124.089,1,0.0,Les Deux Guitares,CABU - From Paris With Jazz: Guitar,1991
1310,Frederik,0.0,179.87873,2.02,0.0,1,0.428,-9.609,1,0.475,0.34821500783441534,nan,160.723,174.682,4,0.067,Kun rakastaa,Kolmekymppinen,0
1311,Jo Privat,0.0,164.38812,0.386,0.0,2,0.238,-11.113,0,0.622,0.3208501295544305,nan,160.462,196.446,1,0.0,Espoirs Perdus (Valse),Dansez Avec Jo Privat,0
1312,Marc Perrone,0.0,142.88934,0.443,0.0,0,0.835,-17.317,1,0.723,0.2855912715175029,nan,127.536,207.152,1,0.0,Locaccmaccam,Voyages,0
1313,Jeff Scott Soto,0.0,302.00118,6.954,0.0,11,0.63,-4.799,1,0.524,0.4073442880394374,nan,280.654,124.845,3,0.39,2 Late 4 Goodbyes,Prism,2002
1314,The Impressions,0.0,281.65179,0.0,0.0,11,0.481,-11.769,0,0.695,0.4102474074764877,0.2707759989463275,264.818,122.507,4,1.0,You'll Never Find,It's About Time,0
1315,Mychael Danna & Jeff Danna,0.0,244.55791,0.473,0.0,4,0.417,-15.226,0,0.546,0.3357700417448833,0.5424865999791667,232.844,121.186,3,1.0,The Child Deirdre,A Celtic Tale: The Legend Of Deirdre - Narrated By Fiona Ritchie,0
